iata_code,name,latitude_deg,longitude_deg,municipality,country_name
UTK,Utirik Airport,11.222219,169.851429,Utirik Island,Marshall Islands
OCA,Ocean Reef Club Airport,25.325399,-80.274803,Key Largo,United States
CSE,Crested Butte Airpark,38.851918,-106.928341,Crested Butte,United States
CUS,Columbus Airport,31.823898,-107.629924,Columbus,United States
JCY,LBJ Ranch Airport,30.251801,-98.622498,Stonewall,United States
NUP,Nunapitchuk Airport,60.905591,-162.440454,Nunapitchuk,United States
ICY,Icy Bay Airport,59.966269,-141.660118,Icy Bay,United States
KKK,Kalakaket Creek AS Airport,64.4166257,-156.8203926,Kalakaket Creek,United States
MHS,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,Dunsmuir,United States
NIR,Chase Field Industrial Airport,28.362444,-97.661917,Beeville,United States
GCT,Grand Canyon Bar Ten Airstrip,36.257984,-113.231063,Littlefield,United States
LVD,Lime Village Airport,61.35910034,-155.4400024,Lime Village,United States
HGZ,Hog River Airport,66.176133,-155.684816,Hogatza,United States
OTN,Ed-Air Airport,38.851782,-87.49987,Oaktown,United States
TLF,Telida Airport,63.393902,-153.268997,Telida,United States
BZT,Eagle Air Park,28.98220062,-95.57969666,Brazoria,United States
BYW,Blakely Island Airport,48.579162,-122.823844,Blakely Island,United States
DRF,Drift River Airport,60.588901519800004,-152.1620026,Kenai,United States
BDF,Rinkenberger Restricted Landing Area,41.230899810800004,-89.61569977,Bradford,United States
TEH,Tetlin Airport,63.124618,-142.518005,Tetlin,United States
VRS,Roy Otten Memorial Airfield,38.42779922,-92.87519836,Versailles,United States
ATT,Atmautluak Airport,60.866699,-162.272996,Atmautluak,United States
LIV,Livengood Camp Airport,65.467,-148.6534,Livengood,United States
PDB,Pedro Bay Airport,59.796925,-154.129994,Pedro Bay,United States
KOZ,Ouzinkie Airport,57.942094,-152.464314,Ouzinkie,United States
TNK,Tununak Airport,60.569638,-165.246649,Tununak,United States
MNT,Minto Al Wright Airport,65.147991,-149.368658,Minto,United States
WKK,Aleknagik / New Airport,59.2826004,-158.6179962,Aleknagik,United States
RFK,Rollang Field,32.953543,-90.845144,Rolling Fork,United States
NNK,Naknek Airport,58.735633,-157.02216,Naknek,United States
BCS,Southern Seaplane Airport,29.866078,-90.021608,Belle Chasse,United States
MMN,Minute Man Air Field,42.460298,-71.519031,Stow,United States
BWL,Earl Henry Airport,36.79589844,-97.31700134,Blackwell,United States
CWS,Center Island Airport,48.490046,-122.831612,Center Island,United States
TEK,Tatitlek Airport,60.871449,-146.690297,Tatitlek,United States
DUF,Pine Island Airport,36.252744,-75.785256,Corolla,United States
SSW,Stuart Island Airpark,48.673379,-123.175439,Friday Harbor,United States
FOB,Fort Bragg Airport,39.472445,-123.795319,Fort Bragg,United States
AXB,Maxson Airfield,44.312002,-75.90034,Alexandria Bay,United States
REE,Reese Airpark,33.59030151,-102.0370026,Lubbock,United States
WDN,Waldron Airstrip,48.71141,-123.018208,Eastsound,United States
CHU,Chuathbaluk Airport,61.579102,-159.216003,Chuathbaluk,United States
UGS,Ugashik Airport,57.523476,-157.396344,Ugashik,United States
KLL,Levelock Airport,59.12606,-156.860906,Levelock,United States
WTL,Tuntutuliak Airport,60.351243,-162.654476,Tuntutuliak,United States
TWA,Twin Hills Airport,59.074713,-160.274992,Twin Hills,United States
KCQ,Chignik Lake Airport,56.255001,-158.774994,Chignik Lake,United States
AAD,Adado Airport,6.095802,46.6375,Adado,Somalia
ABP,Atkamba Airport,-6.06462,141.095173,Atkamba Mission,Papua New Guinea
ACM,Arica Airport,-2.143713,-71.75935,Arica,Colombia
ADV,El Daein Airport,11.4023,26.1186,El Daein,Sudan
AEE,Adareil Airport,10.053611,32.959444,Adar,South Sudan
AEQ,Ar Horqin Airport,43.908407,120.15099,Chifeng,China
BBQ,Burton-Nibbs International Airport,17.621194,-61.798347,Codrington,Antigua and Barbuda
AFT,Afutara Aerodrome,-9.191389,160.948611,Bila,Solomon Islands
RNA,Ulawa Airport,-9.860543583,161.9795465,Arona,Solomon Islands
ATD,Uru Harbour Airport,-8.87333,161.011002,Atoifi,Solomon Islands
VEV,Barakoma Airport,-7.912779808,156.70599365234375,Barakoma,Solomon Islands
BPF,Batuna Aerodrome,-8.562027778,158.1193056,Batuna Mission Station,Solomon Islands
GEF,Geva Airport,-7.575829983,156.5970001220703,Liangia,Solomon Islands
AGG,Angoram Airport,-4.057077,144.073841,Angoram,Papua New Guinea
AKS,Gwaunaru'u Airport,-8.70257,160.682007,Auki,Solomon Islands
BNY,Bellona/Anua Airport,-11.30222222,159.7983333,Anua,Solomon Islands
CHY,Choiseul Bay Airport,-6.711944,156.396111,Choiseul Bay,Solomon Islands
BAS,Ballalae Airport,-6.990745,155.886656,Ballalae,Solomon Islands
FRE,Fera/Maringe Airport,-8.1075,159.576996,Fera Island,Solomon Islands
HIR,Honiara International Airport,-9.428,160.054993,Honiara,Solomon Islands
MBU,Babanakira Airport,-9.7475,159.839005,Mbambanakira,Solomon Islands
AVU,Avu Avu Airport,-9.868333,160.410556,Avu Avu,Solomon Islands
IRA,Ngorangora Airport,-10.44970036,161.897995,Kirakira,Solomon Islands
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.794998,Santa Cruz/Graciosa Bay/Luova,Solomon Islands
MUA,Munda Airport,-8.32797,157.263,Munda,Solomon Islands
GZO,Nusatupe Airport,-8.097780228,156.8639984,Gizo,Solomon Islands
MNY,Mono Airport,-7.41694,155.565002,Stirling Island,Solomon Islands
PRS,Parasi Airport,-9.641670227,161.4250030517578,Parasi,Solomon Islands
RNL,Rennell/Tingoa Airport,-11.55,160.062778,Rennell Island,Solomon Islands
EGM,Sege Airport,-8.57889,157.876007,Sege,Solomon Islands
NNB,Santa Ana Airport,-10.847994,162.454108,Santa Ana Island,Solomon Islands
RUS,Marau Airport,-9.86167,160.824997,Marau,Solomon Islands
VAO,Suavanao Airport,-7.58556,158.731003,Suavanao,Solomon Islands
XYA,Yandina Airport,-9.092816,159.21841,Yandina,Solomon Islands
AGK,Kagua Airport,-6.396388889,143.8536111,Kagua,Papua New Guinea
KGE,Kaghau Airport,-7.3305,157.585,Kagau Island,Solomon Islands
KUE,Kukudu Airport,-8.0262,156.94783,Kolombangara Island,Solomon Islands
KWS,Kwailabesi Airport,-8.360508,160.775127,Kwailabesi,Solomon Islands
LLM,Lomlom Airport,-10.296828,166.327322,Lomlom,Solomon Islands
NAZ,Nana Airport,-10.6758,162.2049,Star Harbor,Solomon Islands
MHM,Manaoba Airport,-8.325008,160.80051,Manaoba,Solomon Islands
GTA,Gatokae Aerodrome,-8.738358,158.202836,Gatokae,Solomon Islands
RIN,Ringi Cove Airport,-8.126390457,157.14300537109375,Ringi Cove,Solomon Islands
RBV,Ramata Airport,-8.168060303,157.64300537109375,Ramata,Solomon Islands
AHY,Ambatolhy Airport,-20.01583333,45.535,Ambatolahy,Madagascar
AIC,Ailinglaplap Airok Airport,7.279422,168.8257,Bigatyelang Island,Marshall Islands
CEX,Chena Hot Springs Airport,65.05180359,-146.0469971,Chena Hot Springs,United States
SOL,Solomon State Field,64.5605,-164.4457,Solomon,United States
HED,Herendeen Bay Airport,55.802346,-160.901346,Herendeen Bay,United States
TWE,Taylor Airport,65.6792984,-164.798996,Taylor,United States
CDL,Candle 2 Airport,65.90769959,-161.9259949,Candle,United States
BSW,Boswell Bay Airport,60.42309952,-146.1459961,Boswell Bay,United States
AKM,Zakuoma Airport,10.89027778,19.81722222,ZaKouma,Chad
YUK,Syunik Airport,39.202272,46.455204,Kapan,Armenia
AME,Alto Molocue Airport,-15.61027778,37.68138889,Alto Molocue,Mozambique
AMY,Ambatomainty Airport,-17.686667,45.623889,,Madagascar
INU,Nauru International Airport,-0.547893,166.919525,Yaren,Nauru
ANZ,Angus Downs Airport,-25.0325,132.2748,Angus Downs Station,Australia
CTV,Catoca Airport,-9.431359,20.311557,Saurimo,Angola
ANL,Andulo Airport,-11.4723,16.710899,Andulo,Angola
CNZ,Cangamba Airport,-13.7106,19.861099,Cangamba,Angola
DRC,Dirico Airport,-17.981924,20.768061,Dirico,Angola
NDF,N'dalatando Airport,-9.280378,14.982432,N'dalatando,Angola
AOB,Annanberg Airport,-4.904166667,144.6358333,,Papua New Guinea
AOD,Abou-Deïa Airport,11.4773,19.2874,Abou-Deïa,Chad
APP,Asapa Airport,-8.979167,148.103611,,Papua New Guinea
AQY,Girdwood-Alyeska Airport,60.968774,-149.119792,Girdwood,United States
QRF,Bragado Airport,-35.145811,-60.480294,Bragado,Argentina
CVI,Caleta Olivia Airport,-46.37428,-67.59409,Caleta Olivia,Argentina
CNT,Charata Airport,-27.2164,-61.2103,Charata,Argentina
VGS,General Villegas Airport,-34.995728,-62.999725,General Villegas,Argentina
LMD,Los Menucos Airport,-40.817699,-68.074699,Los Menucos,Argentina
VCF,Valcheta Airport,-40.700001,-66.150002,Valcheta,Argentina
CPG,Carmen de Patagones Airport,-40.7781,-62.9803,Carmen de Patagones,Argentina
ARP,Aragip Airport,-9.883333333,149.4833333,,Papua New Guinea
ASZ,Asirim Airport,-6.009722222,150.3686111,,Papua New Guinea
WFR,(Duplicate)Wolf's Fang Runway,-71.5264,8.799459,Queen Maud Island,Antarctica
LYT,Lady Elliot Island Airstrip,-24.1129,152.7156,Lady Elliot Island,Australia
GYZ,Gruyere Airport,-28.034548,123.81506,Cosmo Newbery,Australia
AGW,Agnew Airport,-12.1456,142.149369,Agnew,Australia
AYD,Alroy Downs Airport,-19.2908,136.078995,Alroy Downs,Australia
BYX,Baniyala Airport,-13.1981,136.227005,Baniyala,Australia
COB,Coolibah Airport,-15.54829979,130.96200561523438,Coolibah,Australia
CRJ,Coorabie Airport,-31.89439964,132.29600524902344,Coorabie,Australia
CRY,Carlton Hill Airport,-15.50189972,128.53399658203125,Carlton Hill,Australia
CSD,Cresswell Downs Airport,-17.94799995,135.91600036621094,Cresswell Downs,Australia
DYM,Diamantina Lakes Airport,-23.76169968,141.14500427246094,Diamantina Lakes,Australia
HLV,Helenvale Airport,-15.6857996,145.21499633789062,Helenvale,Australia
KBD,Kimberley Downs Airport,-17.39780045,124.3550033569336,Kimberley Downs,Australia
KGR,Kulgera Airport,-25.8428,133.292007,Ghan,Australia
PEP,Peppimenarti Airport,-14.1442,130.091003,Peppimenarti,Australia
RDA,Rockhampton Downs Airport,-18.95330048,135.2010040283203,Rockhampton Downs,Australia
SSK,Sturt Creek Airport,-19.16640091,128.1739959716797,Sturt Creek,Australia
SWB,Shaw River Airport,-21.51029968,119.36199951171875,Shaw River,Australia
TWP,Torwood Airport,-17.36330032,143.75,Torwood,Australia
ZVG,Springvale Airport,-17.7869,127.669998,Springvale,Australia
AWR,Awar Airport (unusable),-4.122278,144.853292,Awar,Papua New Guinea
AXF,Alxa Left Banner Bayanhot Airport,38.748317,105.58416,Bayanhot,China
AXO,Pantar Kabir Airport,-8.244832,124.219108,Kabir,Indonesia
AMF,Ama Airport,-4.101111111,141.67,,Papua New Guinea
UAE,Mount Aue Airport,-6.229978,144.664181,Aue,Papua New Guinea
AFR,Afore Airstrip,-9.13867,148.390701,Afore,Papua New Guinea
AUP,Agaun Airport,-9.927715,149.389951,Agaun,Papua New Guinea
ATP,Aitape Airport,-3.143611,142.346806,Aitape,Papua New Guinea
AIH,Aiambak Airport,-7.342777778,141.2675,Aiambak,Papua New Guinea
AMU,Amanab Airport,-3.586,141.2143333,Amanab,Papua New Guinea
ADC,Andakombe Airport,-7.137222222,145.7447222,Andekombe,Papua New Guinea
AIE,Aiome Airport,-5.145699978,144.7307003,Aiome,Papua New Guinea
KPM,Kompiam Airport,-5.381666667,143.9247222,,Papua New Guinea
AUJ,Ambunti Airport,-4.215666667,142.8231667,Ambunti,Papua New Guinea
AWB,Awaba Airport,-8.013414,142.752099,Awaba,Papua New Guinea
AEK,Aseki Airport,-7.350805,146.193994,Aseki,Papua New Guinea
AYU,Aiyura Airport,-6.338055556,145.9041667,Aiyura Valley,Papua New Guinea
VMU,Baimuru Airport,-7.496955,144.821756,Baimuru,Papua New Guinea
BCP,Bambu Airport,-5.863611111,146.4925,Bambu,Papua New Guinea
BNM,Bodinumu Airport,-9.107777778,147.6667222,Bodinumu,Papua New Guinea
BMZ,Bamu Airport,-7.8485,143.2433,Bamu,Papua New Guinea
BDZ,Baindoung Airport,-6.347222222,146.9422222,,Papua New Guinea
BSP,Bensbach Airport,-8.858055556,141.2594444,Bensbach,Papua New Guinea
BWP,Bewani Airport,-3.021666667,141.1652778,Bewani,Papua New Guinea
BUA,Buka Airport,-5.422299,154.672698,Buka Island,Papua New Guinea
BAA,Bialla Airport,-5.330560207,151.0079956,"Bialla, Matalilu, Ewase",Papua New Guinea
OPU,Balimo Airport,-8.050000191,142.9329987,Balimo,Papua New Guinea
BMH,Bomai Airport,-6.373166667,144.637,Bomai,Papua New Guinea
BPD,Bapi Airstrip,-7.743611111,147.0205556,Bapi,Papua New Guinea
BPK,Biangabip Airport,-5.526389,141.744583,Biangabip,Papua New Guinea
BRP,Biaru Airport,-7.6693,146.7594,Biaru,Papua New Guinea
BUL,Bulolo Airport,-7.216286671,146.6495419,Bulolo,Papua New Guinea
XBN,Biniguni Airport,-9.6425,149.303889,Biniguni,Papua New Guinea
CVB,Chungribu Airport,-4.80662,144.714996,Chungribu,Papua New Guinea
CGC,Cape Gloucester Airport,-5.455231,148.422289,Cape Gloucester,Papua New Guinea
CMU,Chimbu Airport,-6.024290085,144.9709930419922,Kundiawa,Papua New Guinea
SQT,China Strait Airstrip,-10.56277778,150.6906944,Samarai Island,Papua New Guinea
DBP,Debepare Airport,-6.308611111,141.9055556,Debepare,Papua New Guinea
DER,Derim Airport,-6.144722222,147.1072222,Derim,Papua New Guinea
BNT,Bundi Airport,-5.742222222,145.2275,Bundi,Papua New Guinea
MDM,Munduku Airport,-4.6204,143.4516,Munduku,Papua New Guinea
KPF,Kondobol Airport,-8.5336,142.5049,Kondobol,Papua New Guinea
DNU,Dinangat Airport,-6.1546,146.6772,Dinangat,Papua New Guinea
DOI,Doini Airport,-10.7009,150.7218,Castori Islets,Papua New Guinea
DOO,Dorobisoro Airport,-9.461855,147.920907,Dorobisoro,Papua New Guinea
DAU,Daru Airport,-9.08676,143.207993,Daru,Papua New Guinea
KRU,Kerau Airport,-8.271612,147.071899,Gunim,Papua New Guinea
EMS,Embessa Airport,-9.447,148.7628,Embessa,Papua New Guinea
XYR,Edwaki Airport,-3.883986,141.792234,Yellow River Mission,Papua New Guinea
EMI,Emirau Airport,-1.653949991,149.9757667,Emirau Island,Papua New Guinea
EFG,Efogi Airport,-9.153805556,147.6598056,Efogi,Papua New Guinea
MHY,Morehead Airport,-8.714111111,141.6444444,Morehead,Papua New Guinea
EPT,Eliptamin Airport,-5.0412,141.6779,Eliptamin,Papua New Guinea
EGA,Engati Airstrip,-6.9179,146.1053,Engati,Papua New Guinea
EMO,Emo River Airstrip,-9.1234,148.0415,Emo Mission,Papua New Guinea
ERU,Erume Airport,-8.2538,146.9747,Erume,Papua New Guinea
MFZ,Meselia Airport,-6.1364,149.1183,Demgulu,Papua New Guinea
BOT,Bosset Airport,-7.237257,141.1063222,Bosset,Papua New Guinea
ERE,Erave Airport,-6.606463154,143.9002132,Erave,Papua New Guinea
SWE,Siwea Airport,-6.284181,147.582371,Siwea,Papua New Guinea
FNE,Fane Airport,-8.549277778,147.0858333,Fane Mission,Papua New Guinea
FRQ,Feramin Airport,-5.208,141.6988,Feramin,Papua New Guinea
FIN,Finschhafen Airport,-6.621750109,147.85405,Buki,Papua New Guinea
FAQ,Frieda River Airport,-4.610468,141.960138,Frieda River,Papua New Guinea
FUM,Fuma Airport,-6.3933,142.4408,Fuma,Papua New Guinea
GKA,Goroka Airport,-6.081689835,145.3919983,Goronka,Papua New Guinea
GEW,Gewoia Airport,-9.2263,148.4949,Gewoia,Papua New Guinea
GUG,Guari Airport,-8.1286,146.8722,Guari,Papua New Guinea
GRL,Garasa Airport,-7.980713,147.213461,Au,Papua New Guinea
GAR,Garaina Airport,-7.875625,147.141266,Garaina,Papua New Guinea
GAZ,Guasopa Airport,-9.225918,152.944352,Woodlark (Muyua) Island,Papua New Guinea
GOE,Gonaili Airport,-5.527716614,151.5733333,Gonaili,Papua New Guinea
GUR,Gurney Airport,-10.3114996,150.3339996,Gurney,Papua New Guinea
GAP,Gusap Airport,-6.053196,145.959047,Gusap,Papua New Guinea
PNP,Girua Airport,-8.80453968,148.3090057,Popondetta,Papua New Guinea
GBC,Gasuke Airport,-6.1028,141.7393,Gasuke,Papua New Guinea
GMI,Gasmata Island Airport,-6.271110058,150.3309937,Gasmata Island,Papua New Guinea
AKG,Anguganak Airport,-3.560504,142.217307,Anguganak,Papua New Guinea
GVI,Green River Airport,-3.902242899,141.170517,Green River,Papua New Guinea
GOC,Gora Airstrip,-9.0021,148.2364,Gora,Papua New Guinea
HBD,Habi Airport,-6.32,142.4893,Habi,Papua New Guinea
HNI,Heiweni Airport,-7.4223,146.4276,Heiweni,Papua New Guinea
HYF,Hayfields Airport,-3.69838,143.057902,Bainyik,Papua New Guinea
HNN,Honinabi Airport,-6.2457,142.1771,Honinabi,Papua New Guinea
HKN,Hoskins Airport,-5.463846,150.407327,Kimbe,Papua New Guinea
HIT,Haivaro Airport,-6.9406,143.059,Haivaro,Papua New Guinea
HWA,Hawabango Airport,-7.392994,146.003487,Hawabango,Papua New Guinea
IIS,Nissan Island Airport,-4.499720097,154.2259979,Nissan Island,Papua New Guinea
IDN,Indagen Airport,-6.22663,147.244,Indagen,Papua New Guinea
IMN,Imane Airport,-6.7524,146.1072,Imane,Papua New Guinea
KGM,Kungim Airport,-5.671,141.03,Kungim,Papua New Guinea
IMD,Imonda Airport,-3.328,141.1573,Imonda,Papua New Guinea
KIE,Aropa Airport,-6.305417,155.728139,Kieta,Papua New Guinea
IAL,Ialibu Airport,-6.2782,143.9944,Ialibu,Papua New Guinea
WSA,Wasua Airport,-8.2836,142.8697,Wasua,Papua New Guinea
WIU,Witu Airport,-4.689522,149.440112,Garove Island,Papua New Guinea
MPX,Miyanmin Airport,-4.903055556,141.6208333,Miyanmin,Papua New Guinea
KGH,Yongai Airport,-8.5289,147.4603,Yongai,Papua New Guinea
JOP,Josephstaal Airport,-4.747083333,145.0070833,Josephstaal,Papua New Guinea
LSA,Losuia Airport,-8.505820274,151.08099365234375,Losuia,Papua New Guinea
KBM,Kabwum,-6.155472222,147.1914722,,Papua New Guinea
KDR,Kandrian Airport,-6.19217,149.54783,Kandrian,Papua New Guinea
KMF,Kamina Airport,-7.64925,145.9569444,Hoieti,Papua New Guinea
KPA,Kopiago Airport,-5.3883,142.4977,Kopiago,Papua New Guinea
KAQ,Kamulai Airport,-8.150694444,146.834,Kamulai Mission,Papua New Guinea
UNG,Kiunga Airport,-6.125710011,141.28199768066406,Kiunga,Papua New Guinea
KNE,Kanainj Airport,-5.2903,144.7072,Kanainj,Papua New Guinea
KRI,Kikori Airport,-7.42438,144.250076,Kikori,Papua New Guinea
KMA,Kerema Airport,-7.963610172,145.7709961,Kerema,Papua New Guinea
KKD,Kokoda Airport,-8.884679,147.730957,Kokoda,Papua New Guinea
KGW,Kagi Airport,-9.135916667,147.6694444,Kagi,Papua New Guinea
KRX,Kar Kar Airport,-4.557,145.9404,Kar Kar Island,Papua New Guinea
KZF,Kaintiba Airport,-7.50025,146.0338333,Kaintiba,Papua New Guinea
KUQ,Kuri Airport,-7.135083,143.276111,Kuri,Papua New Guinea
KVG,Kavieng Airport,-2.579400063,150.8079987,Kavieng,Papua New Guinea
KWO,Kawito Airport,-7.977006912,142.8235779,Kawito,Papua New Guinea
LNV,Londolovit Airport,-3.043610096,152.6289978,Londolovit,Papua New Guinea
LAB,Lab Lab Airport,-5.7204,148.0566,Lab Lab Mission,Papua New Guinea
KEG,Keglsugl Airport,-5.832777778,145.0972222,Denglagu Mission,Papua New Guinea
KII,Kibuli Airstrip,-9.006528,142.698056,Kibuli,Papua New Guinea
LGN,Linga Linga Airport,-5.531944444,149.7341667,Linga Linga,Papua New Guinea
LNM,Langimar Airport,-7.223138889,146.2270833,,Papua New Guinea
LWI,Lowai Airport,-6.3344,146.6458,Lowai,Papua New Guinea
LPN,Leron Plains Airport,-6.3917,146.3434,Leron Plains,Papua New Guinea
LNG,Lese Airport,-8.2799,146.2765,Lese,Papua New Guinea
LNC,Lengbati Airport,-6.384611111,147.3686389,,Papua New Guinea
LMI,Lumi Airport,-3.476839511,142.0412922,Lumi,Papua New Guinea
LSJ,Long Island Airport,-5.3604,147.0177,Long Island,Papua New Guinea
MRM,Manari Airport,-9.1908,147.6219,Manari,Papua New Guinea
OBM,Morobe Airport,-7.74,147.59,Morobe,Papua New Guinea
MYX,Menyamya Airport,-7.211666667,146.0193611,Menyamya,Papua New Guinea
MAG,Madang Airport,-5.207079887,145.7890015,Madang,Papua New Guinea
HGU,Mount Hagen Kagamuga Airport,-5.828212,144.299412,Mount Hagen,Papua New Guinea
MXK,Mindik Airport,-6.471666667,147.4411389,Mindik,Papua New Guinea
MPG,Makini Airport,-6.532222222,147.6511667,Makini,Papua New Guinea
GUV,Mougulu Airport,-6.280859,142.420775,Mougulu,Papua New Guinea
MDU,Mendi Airport,-6.14774,143.656998,Mendi,Papua New Guinea
MAS,Momote Airport,-2.06189,147.423996,Manus Island,Papua New Guinea
MLQ,Malalaua Airport,-8.071388889,146.1554722,Malalaua,Papua New Guinea
MQO,Malam Airport,-8.709166667,142.6497222,Malam,Papua New Guinea
MXH,Moro Airport,-6.363329887,143.2380066,Moro,Papua New Guinea
MIS,Misima Island Airport,-10.6892004,152.8379974,Misima Island,Papua New Guinea
MKN,Malekolon Airport,-4.023430556,153.6572778,Babase Island,Papua New Guinea
MWG,Marawaka Airport,-6.9736,145.8849,Marawaka,Papua New Guinea
MPU,Mapua(Mabua) Airport,-2.811388889,151.9911111,Tatau Island,Papua New Guinea
NKN,Nankina Airport,-5.837,146.4533,Gwarawon,Papua New Guinea
KEX,Kanabea Airport,-7.538888889,145.905,Kanabea,Papua New Guinea
NDN,Nadunumu Airport,-9.143555556,147.68425,Nadunumu,Papua New Guinea
AUI,Aua Island Airport,-1.460555556,143.0647222,Aua Island,Papua New Guinea
GBF,Negarbo(Negabo) Airport,-6.567778,144.703058,Negarbo,Papua New Guinea
MFO,Manguna Airport,-5.577778,151.792333,Manguna,Papua New Guinea
NUG,Nuguria Airstrip,-3.4075,154.7383,Nuguria Island,Papua New Guinea
NDI,Namudi Airport,-9.47375,148.3294167,Namudi,Papua New Guinea
KSB,Kasonombe Airport,-6.3819,146.9859,Kasonombe,Papua New Guinea
KDP,Kandep Airport,-5.840611111,143.5072222,Kandep,Papua New Guinea
NMN,Nomane Airport,-6.32183,145.070667,Namane,Papua New Guinea
BXZ,Bunsil Airport,-5.7243,147.8667,Bunsil - Umboi Island,Papua New Guinea
UKU,Nuku Airport,-3.676651,142.484334,Nuku,Papua New Guinea
ATN,Namatanai Airport,-3.6695,152.438,Namatanai,Papua New Guinea
NBA,Nambaiyufa Airport,-6.2412,145.2424,Nambaiyufa,Papua New Guinea
LAE,Nadzab Tomodachi International Airport,-6.567995,146.726544,Lae,Papua New Guinea
OBX,Obo Airport,-7.590622421,141.3242626,Obo,Papua New Guinea
KGB,Konge Airport,-6.2239,147.2152,Konge,Papua New Guinea
OKV,Okao Airport,-5.556666667,141.0327778,Okao,Papua New Guinea
OGE,Ogeranang Airport,-6.46675,147.3641667,,Papua New Guinea
OKP,Oksapmin Airport,-5.2261,142.2259,Oksapmin,Papua New Guinea
HOC,Komako Airport,-7.3984,145.8827,Komako,Papua New Guinea
KQL,Kol Airport,-5.731166667,144.846,Kol,Papua New Guinea
OSE,Omora Airport,-7.827777778,147.0806389,Omora,Papua New Guinea
KOM,Komo-Manda Airport,-6.0682,142.8598,Komo,Papua New Guinea
KSP,Kosipe Airport,-8.450716,147.209195,Kosipe Mission,Papua New Guinea
KCJ,Komaio Airport,-7.2714,143.5952,Komaio,Papua New Guinea
OLQ,Olsobip Airport,-5.389722222,141.5152778,Olsobip,Papua New Guinea
KDE,Koroba Airport,-5.6952,142.7441,Koroba,Papua New Guinea
OPB,Open Bay Airport,-4.794727,151.696195,Maitanakunai,Papua New Guinea
PLE,Paiela Airport,-5.372407,142.975774,Paiela,Papua New Guinea
PGB,Pangoa Airport,-7.0226,141.5605,Pangoa,Papua New Guinea
PDI,Pindiu Airport,-6.445138889,147.5158333,Pindiu,Papua New Guinea
APR,April River Airport,-4.676666667,142.5401389,April River,Papua New Guinea
PGN,Pangia Airport,-6.386,144.1084,Pangia,Papua New Guinea
PMP,Pimaga Airport,-6.499166667,143.5102778,Pimaga,Papua New Guinea
MPF,Mapoda Airport,-7.979,143.1694,Mapoda,Papua New Guinea
PMN,Pumani Airport,-9.7469,149.4766,Pumani,Papua New Guinea
WLU,Walluanda Airport,-6.475161,143.987222,Puri,Papua New Guinea
POM,Port Moresby Jacksons International Airport,-9.443380356,147.22000122070312,Port Moresby,Papua New Guinea
KRJ,Karawari Airstrip,-4.596666667,143.5225,Amboin,Papua New Guinea
TLP,Tumolbil Airport,-4.7748,141.0133,Tumolbil,Papua New Guinea
SPH,Sopu Airport,-8.3038,147.1659,Sopu,Papua New Guinea
ONB,Ononge Airport,-8.674361111,147.2624167,Onange Mission,Papua New Guinea
SXA,Sialum Airport,-6.0908,147.5955,Sialum,Papua New Guinea
KIQ,Kira Airport,-8.065111111,147.3320278,Kira,Papua New Guinea
RBP,Raba Raba Airport,-9.971111111,149.8322222,Rabaraba,Papua New Guinea
RMN,Rumginae Airport,-5.897222222,141.2716667,,Papua New Guinea
KMR,Karimui Airport,-6.4921,144.823,Karimui,Papua New Guinea
RKU,Kairuku Airport,-8.817000054,146.5243833,Yule Island,Papua New Guinea
MWI,Maramuni Airport,-5.13,143.4829,Maramuni,Papua New Guinea
KOR,Kakoro(Koroko) Airstrip,-7.834666667,146.5335,Kakoro,Papua New Guinea
MRH,May River Airstrip,-4.3615,141.785,May River,Papua New Guinea
SBE,Suabi Airport,-6.104444444,142.2783333,,Papua New Guinea
SDI,Saidor Airport,-5.627138889,146.4627778,Saidor,Papua New Guinea
NIS,Simberi Airport,-2.662222222,151.9977778,Simberi Island,Papua New Guinea
SFU,Safia Airport,-9.593055556,148.6361111,Safia,Papua New Guinea
SIL,Sila Airport,-9.073555556,148.38925,Sila Mission,Papua New Guinea
SBV,Sabah Airport,-5.5765,155.0489,Sabah,Papua New Guinea
SIM,Simbai Airport,-5.278611111,144.5447222,Simbai,Papua New Guinea
SGK,Sengapi Airstrip,-5.125833333,144.3236111,Sengapi,Papua New Guinea
SXH,Sehulea Airport,-9.964527778,151.1618611,Sehulea,Papua New Guinea
SBC,Selbang Airport,-5.315,141.752,Selbang,Papua New Guinea
SMH,Sapmanga Airport,-6.075277778,146.8111111,Sapmanga,Papua New Guinea
SPV,Sepik Plains Airport,-3.8821,143.6734,Sepik Plains,Papua New Guinea
TDS,Sasereme Airport,-7.6217,142.868,Sasereme,Papua New Guinea
SKC,Suki Airport,-8.0466,141.7222,Suki,Papua New Guinea
SXW,Sauren Airport,-5.9701,148.8543,Sauren,Papua New Guinea
SWG,Satwag Airport,-6.139555556,147.2791667,Satwag,Papua New Guinea
MBV,Masa Airport,-6.345,147.591,Masa,Papua New Guinea
TIZ,Tari Airport,-5.845,142.947998,Tari,Papua New Guinea
TBG,Tabubil Airport,-5.280471,141.227576,Tabubil,Papua New Guinea
TFM,Telefomin Airport,-5.12608,141.641922,Telefomin,Papua New Guinea
TDB,Tetebedi Airport,-9.1586,148.0686,Tetebedi,Papua New Guinea
TGL,Tagula Airport,-11.33111111,153.2029167,Sudest Island,Papua New Guinea
